"gene","atlas","tissue","compartment","fraction","n_cells","qualifying"
"CCND3","Peng","pancreatic","lymphoid",0.167298952033956,5883,TRUE
"CDK4","Peng","pancreatic","lymphoid",0.0755346371778468,5883,TRUE
"CDKN1A","Peng","pancreatic","lymphoid",0.0261571034223997,5883,TRUE
"CDKN1B","Peng","pancreatic","lymphoid",0.098531501657982,5883,TRUE
"CFLAR","Peng","pancreatic","lymphoid",0.0809536662168241,5883,TRUE
"CISH","Peng","pancreatic","lymphoid",0.237008871989861,5883,TRUE
"COPS5","Peng","pancreatic","lymphoid",0.0699476749925955,5883,TRUE
"CXCL8","Peng","pancreatic","lymphoid",0.0134437321937322,5883,TRUE
"DDIT3","Peng","pancreatic","lymphoid",0.027774216980729,5883,TRUE
"DNMT1","Peng","pancreatic","lymphoid",0.200338061291982,5883,TRUE
"EPAS1","Peng","pancreatic","lymphoid",0.0149521433579546,5883,TRUE
"ESR2","Peng","pancreatic","lymphoid",0.328859060402685,5883,TRUE
"ETV6","Peng","pancreatic","lymphoid",0.0344656828761018,5883,TRUE
"FGG","Peng","pancreatic","lymphoid",0.00909466721785862,5883,TRUE
"FGL1","Peng","pancreatic","lymphoid",0.00339750849377123,5883,TRUE
"FOS","Peng","pancreatic","lymphoid",0.0208478995388181,5883,TRUE
"GFAP","Peng","pancreatic","lymphoid",0.0275229357798165,5883,TRUE
"GREB1","Peng","pancreatic","lymphoid",0.0441696113074205,5883,TRUE
"HSPA4","Peng","pancreatic","lymphoid",0.107045215562566,5883,TRUE
"HSPB1","Peng","pancreatic","lymphoid",0.0158364738804249,5883,TRUE
"ICAM1","Peng","pancreatic","lymphoid",0.0332195676905574,5883,TRUE
"IKBKE","Peng","pancreatic","lymphoid",0.178090575275398,5883,TRUE
"JAK2","Peng","pancreatic","lymphoid",0.0572701240852689,5883,TRUE
"JUNB","Peng","pancreatic","lymphoid",0.030687530710209,5883,TRUE
"KRT17","Peng","pancreatic","lymphoid",0.0158730158730159,5883,TRUE
"LEP","Peng","pancreatic","lymphoid",NA,5883,TRUE
"LGALS3BP","Peng","pancreatic","lymphoid",0.0142762315236395,5883,TRUE
"LTBP1","Peng","pancreatic","lymphoid",0.0141196978500872,5883,TRUE
"MCL1","Peng","pancreatic","lymphoid",0.0413864560525493,5883,TRUE
"MDC1","Peng","pancreatic","lymphoid",0.0839580209895052,5883,TRUE
"MMP1","Peng","pancreatic","lymphoid",0.0183632927951936,5883,TRUE
"MMP7","Peng","pancreatic","lymphoid",0.00975783143158102,5883,TRUE
"MUC1","Peng","pancreatic","lymphoid",0.0145125006209505,5883,TRUE
"NME1","Peng","pancreatic","lymphoid",0.081312011708241,5883,TRUE
"OAS1","Peng","pancreatic","lymphoid",0.0434048709910779,5883,TRUE
"OPRM1","Peng","pancreatic","lymphoid",0.627906976744186,5883,TRUE
"PAX3","Peng","pancreatic","lymphoid",0,5883,TRUE
"PHB","Peng","pancreatic","lymphoid",0.0629828058808871,5883,TRUE
"POU2F1","Peng","pancreatic","lymphoid",0.0812284208613483,5883,TRUE
"PPARA","Peng","pancreatic","lymphoid",0.0376502002670227,5883,TRUE
"PRDM1","Peng","pancreatic","lymphoid",0.199520540481639,5883,TRUE
"PROS1","Peng","pancreatic","lymphoid",0.00938644688644689,5883,TRUE
"PSMB5","Peng","pancreatic","lymphoid",0.0372326742012382,5883,TRUE
"PTGS2","Peng","pancreatic","lymphoid",0.00841926024028001,5883,TRUE
"PTPN6","Peng","pancreatic","lymphoid",0.2605266863822,5883,TRUE
"ROR1","Peng","pancreatic","lymphoid",0.0087719298245614,5883,TRUE
"S100A11","Peng","pancreatic","lymphoid",0.0177490111000749,5883,TRUE
"S1PR1","Peng","pancreatic","lymphoid",0.0207853326143438,5883,TRUE
"SALL4","Peng","pancreatic","lymphoid",0.0116959064327485,5883,TRUE
"SHH","Peng","pancreatic","lymphoid",0.00862944162436548,5883,TRUE
"STK11","Peng","pancreatic","lymphoid",0.0412538814135739,5883,TRUE
"TIMP1","Peng","pancreatic","lymphoid",0.012026735878476,5883,TRUE
"TNFRSF10B","Peng","pancreatic","lymphoid",0.0339032164589974,5883,TRUE
"TP53","Peng","pancreatic","lymphoid",0.0902238465052535,5883,TRUE
"TP63","Peng","pancreatic","lymphoid",0.0457516339869281,5883,TRUE
"VDR","Peng","pancreatic","lymphoid",0.0645589798087141,5883,TRUE
"VEGFA","Peng","pancreatic","lymphoid",0.0146963392754896,5883,TRUE
"VEGFB","Peng","pancreatic","lymphoid",0.0301443437395099,5883,TRUE
"ZFP36","Peng","pancreatic","lymphoid",0.0202269929424718,5883,TRUE
"A2M","Peng","pancreatic","lymphoid",0.0150197448012965,5883,TRUE
"HMOX1","Peng","pancreatic","lymphoid",0.0339459206367786,5883,TRUE
"IFNAR1","Peng","pancreatic","lymphoid",0.0548654890456276,5883,TRUE
"IRF1","Peng","pancreatic","lymphoid",0.114271000228885,5883,TRUE
"MYD88","Peng","pancreatic","lymphoid",0.0634423340513021,5883,TRUE
"PIM1","Peng","pancreatic","lymphoid",0.135212139981418,5883,TRUE
"STAT1","Peng","pancreatic","lymphoid",0.0513546560267713,5883,TRUE
"TYK2","Peng","pancreatic","lymphoid",0.0817737312426235,5883,TRUE
"BCL2","Peng","pancreatic","lymphoid",0.258043548911277,5883,FALSE
"MMP9","Peng","pancreatic","lymphoid",0.0182031708749266,5883,FALSE
"HGF","Peng","pancreatic","lymphoid",0.0146167557932264,5883,FALSE
"MYC","Peng","pancreatic","endothelial",0.303348182210088,5105,TRUE
"IL6","Peng","pancreatic","endothelial",0.262426007704595,5105,TRUE
"SOCS3","Peng","pancreatic","endothelial",0.526849797230087,5105,TRUE
"ACVR1B","Peng","pancreatic","endothelial",0.0887074063644044,5105,TRUE
"ACVRL1","Peng","pancreatic","endothelial",0.635276532137519,5105,TRUE
"BAK1","Peng","pancreatic","endothelial",0.0848322147651007,5105,TRUE
"CBL","Peng","pancreatic","endothelial",0.232673267326733,5105,TRUE
"CCL7","Peng","pancreatic","endothelial",0.0247638498851162,5105,TRUE
"CCR1","Peng","pancreatic","endothelial",0.0266211604095563,5105,TRUE
"CD14","Peng","pancreatic","endothelial",0.0484941140498395,5105,TRUE
"CD36","Peng","pancreatic","endothelial",0.477116021499539,5105,TRUE
"CD38","Peng","pancreatic","endothelial",0.0264620269912675,5105,TRUE
"CD44","Peng","pancreatic","endothelial",0.0262503991004623,5105,TRUE
"CD9","Peng","pancreatic","endothelial",0.153401867121944,5105,TRUE
"CNTFR","Peng","pancreatic","endothelial",0.0333333333333333,5105,TRUE
"CRLF2","Peng","pancreatic","endothelial",NA,5105,TRUE
"CSF1","Peng","pancreatic","endothelial",0.146988591138233,5105,TRUE
"CSF2","Peng","pancreatic","endothelial",0.036427732079906,5105,TRUE
"CSF2RA","Peng","pancreatic","endothelial",0.0240072202166065,5105,TRUE
"CSF2RB","Peng","pancreatic","endothelial",0.545079365079365,5105,TRUE
"CSF3R","Peng","pancreatic","endothelial",0.0441176470588235,5105,TRUE
"CXCL1","Peng","pancreatic","endothelial",0.0389760592158526,5105,TRUE
"CXCL10","Peng","pancreatic","endothelial",0.0590531352304206,5105,TRUE
"CXCL11","Peng","pancreatic","endothelial",0.0563102541630149,5105,TRUE
"CXCL13","Peng","pancreatic","endothelial",0.0665127989928661,5105,TRUE
"CXCL3","Peng","pancreatic","endothelial",0.0419096935727089,5105,TRUE
"CXCL9","Peng","pancreatic","endothelial",0.0979934671021932,5105,TRUE
"DNTT","Peng","pancreatic","endothelial",NA,5105,TRUE
"EBI3","Peng","pancreatic","endothelial",0.0201126307320998,5105,TRUE
"FAS","Peng","pancreatic","endothelial",0.0379988262910798,5105,TRUE
"GRB2","Peng","pancreatic","endothelial",0.109916974169742,5105,TRUE
"HAX1","Peng","pancreatic","endothelial",0.107159010144085,5105,TRUE
"IFNGR1","Peng","pancreatic","endothelial",0.195657108269653,5105,TRUE
"IFNGR2","Peng","pancreatic","endothelial",0.0829787234042553,5105,TRUE
"IL10RB","Peng","pancreatic","endothelial",0.100612870275792,5105,TRUE
"IL12RB1","Peng","pancreatic","endothelial",0.0290055248618785,5105,TRUE
"IL13RA1","Peng","pancreatic","endothelial",0.122247357001062,5105,TRUE
"IL15RA","Peng","pancreatic","endothelial",0.214420298957417,5105,TRUE
"IL17RA","Peng","pancreatic","endothelial",0.197090567808541,5105,TRUE
"IL17RB","Peng","pancreatic","endothelial",0.0256410256410256,5105,TRUE
"IL18R1","Peng","pancreatic","endothelial",0.144011756061719,5105,TRUE
"IL1B","Peng","pancreatic","endothelial",0.0319415925165412,5105,TRUE
"IL1R1","Peng","pancreatic","endothelial",0.24412948171281,5105,TRUE
"IL1R2","Peng","pancreatic","endothelial",0.0317182817182817,5105,TRUE
"IL2RA","Peng","pancreatic","endothelial",0.0274280575539568,5105,TRUE
"IL2RG","Peng","pancreatic","endothelial",0.0382287630077938,5105,TRUE
"IL3RA","Peng","pancreatic","endothelial",0.807027716571959,5105,TRUE
"IL4R","Peng","pancreatic","endothelial",0.228461833525125,5105,TRUE
"IL6ST","Peng","pancreatic","endothelial",0.393427051671733,5105,TRUE
"IL7","Peng","pancreatic","endothelial",0.048780487804878,5105,TRUE
"IL9R","Peng","pancreatic","endothelial",0.0576923076923077,5105,TRUE
"INHBE","Peng","pancreatic","endothelial",NA,5105,TRUE
"IRF9","Peng","pancreatic","endothelial",0.181591522958654,5105,TRUE
"ITGA4","Peng","pancreatic","endothelial",0.0376113493896404,5105,TRUE
"ITGB3","Peng","pancreatic","endothelial",0.405940594059406,5105,TRUE
"JUN","Peng","pancreatic","endothelial",0.137620158271677,5105,TRUE
"LEPR","Peng","pancreatic","endothelial",0.432450114491331,5105,TRUE
"LTB","Peng","pancreatic","endothelial",0.0348068221371389,5105,TRUE
"LTBR","Peng","pancreatic","endothelial",0.131242197253433,5105,TRUE
"MAP3K8","Peng","pancreatic","endothelial",0.174939759036145,5105,TRUE
"OSMR","Peng","pancreatic","endothelial",0.245547919899505,5105,TRUE
"PDGFC","Peng","pancreatic","endothelial",0.0180765715446329,5105,TRUE
"PF4","Peng","pancreatic","endothelial",0.0308823529411765,5105,TRUE
"PIK3R5","Peng","pancreatic","endothelial",0.0712788259958071,5105,TRUE
"PLA2G2A","Peng","pancreatic","endothelial",0.014867429688848,5105,TRUE
"PTPN1","Peng","pancreatic","endothelial",0.150503597122302,5105,TRUE
"PTPN11","Peng","pancreatic","endothelial",0.183869419107057,5105,TRUE
"PTPN2","Peng","pancreatic","endothelial",0.0784818821913103,5105,TRUE
"REG1A","Peng","pancreatic","endothelial",0.0238295952412049,5105,TRUE
"SOCS1","Peng","pancreatic","endothelial",0.0735930735930736,5105,TRUE
"STAM2","Peng","pancreatic","endothelial",0.113694213473613,5105,TRUE
"STAT2","Peng","pancreatic","endothelial",0.108763159887904,5105,TRUE
"STAT3","Peng","pancreatic","endothelial",0.230787555386155,5105,TRUE
"TGFB1","Peng","pancreatic","endothelial",0.2085220930996,5105,TRUE
"TLR2","Peng","pancreatic","endothelial",0.0392464678178964,5105,TRUE
"TNF","Peng","pancreatic","endothelial",0.0306569343065693,5105,TRUE
"TNFRSF12A","Peng","pancreatic","endothelial",0.027397908484361,5105,TRUE
"TNFRSF1A","Peng","pancreatic","endothelial",0.241036570791172,5105,TRUE
"TNFRSF1B","Peng","pancreatic","endothelial",0.292525985810922,5105,TRUE
"TNFRSF21","Peng","pancreatic","endothelial",0.0223596574690771,5105,TRUE
"ABCA1","Peng","pancreatic","endothelial",0.0828129646149272,5105,TRUE
"AKAP12","Peng","pancreatic","endothelial",0.360564585115483,5105,TRUE
"BCL2L1","Peng","pancreatic","endothelial",0.0857296137339056,5105,TRUE
"BCL6","Peng","pancreatic","endothelial",0.082845111680703,5105,TRUE
"CCND1","Peng","pancreatic","endothelial",0.044871025794841,5105,TRUE
"CCND3","Peng","pancreatic","endothelial",0.158434436389588,5105,TRUE
"CDK4","Peng","pancreatic","endothelial",0.111451288612685,5105,TRUE
"CDKN1A","Peng","pancreatic","endothelial",0.261383432047812,5105,TRUE
"CDKN1B","Peng","pancreatic","endothelial",0.160452053867497,5105,TRUE
"CFLAR","Peng","pancreatic","endothelial",0.176896086369771,5105,TRUE
"CISH","Peng","pancreatic","endothelial",0.0972750316856781,5105,TRUE
"COPS5","Peng","pancreatic","endothelial",0.120841149175634,5105,TRUE
"CXCL8","Peng","pancreatic","endothelial",0.028022613960114,5105,TRUE
"DDIT3","Peng","pancreatic","endothelial",0.0414476776481648,5105,TRUE
"DNMT1","Peng","pancreatic","endothelial",0.166972881605056,5105,TRUE
"EPAS1","Peng","pancreatic","endothelial",0.607461396729117,5105,TRUE
"ESR2","Peng","pancreatic","endothelial",0.228187919463087,5105,TRUE
"ETV6","Peng","pancreatic","endothelial",0.165989897989502,5105,TRUE
"FGG","Peng","pancreatic","endothelial",0.010334849111203,5105,TRUE
"FGL1","Peng","pancreatic","endothelial",0.029445073612684,5105,TRUE
"FOS","Peng","pancreatic","endothelial",0.148525354669165,5105,TRUE
"GFAP","Peng","pancreatic","endothelial",0.0825688073394495,5105,TRUE
"GREB1","Peng","pancreatic","endothelial",0.0371024734982332,5105,TRUE
"HSPA4","Peng","pancreatic","endothelial",0.115737819838766,5105,TRUE
"HSPB1","Peng","pancreatic","endothelial",0.0905897956661372,5105,TRUE
"ICAM1","Peng","pancreatic","endothelial",0.362059158134243,5105,TRUE
"IKBKE","Peng","pancreatic","endothelial",0.0406976744186047,5105,TRUE
"JAK2","Peng","pancreatic","endothelial",0.120585427935094,5105,TRUE
"JUNB","Peng","pancreatic","endothelial",0.196877952904713,5105,TRUE
"KRT17","Peng","pancreatic","endothelial",0.0230249954387885,5105,TRUE
"LEP","Peng","pancreatic","endothelial",NA,5105,TRUE
"LGALS3BP","Peng","pancreatic","endothelial",0.0182402931909761,5105,TRUE
"LTBP1","Peng","pancreatic","endothelial",0.110052295177223,5105,TRUE
"MCL1","Peng","pancreatic","endothelial",0.195163434469815,5105,TRUE
"MDC1","Peng","pancreatic","endothelial",0.163793103448276,5105,TRUE
"MMP1","Peng","pancreatic","endothelial",0.00993265177576433,5105,TRUE
"MMP7","Peng","pancreatic","endothelial",0.0158185318368385,5105,TRUE
"MUC1","Peng","pancreatic","endothelial",0.0217510094881239,5105,TRUE
"NME1","Peng","pancreatic","endothelial",0.0867572046574694,5105,TRUE
"OAS1","Peng","pancreatic","endothelial",0.0473113093802749,5105,TRUE
"OPRM1","Peng","pancreatic","endothelial",0.0232558139534884,5105,TRUE
"PAX3","Peng","pancreatic","endothelial",0,5105,TRUE
"PHB","Peng","pancreatic","endothelial",0.0811321538333749,5105,TRUE
"POU2F1","Peng","pancreatic","endothelial",0.133381791749955,5105,TRUE
"PPARA","Peng","pancreatic","endothelial",0.109212283044059,5105,TRUE
"PRDM1","Peng","pancreatic","endothelial",0.291053721259671,5105,TRUE
"PROS1","Peng","pancreatic","endothelial",0.301205738705739,5105,TRUE
"PSMB5","Peng","pancreatic","endothelial",0.163851206503284,5105,TRUE
"PTGS2","Peng","pancreatic","endothelial",0.0912874846277552,5105,TRUE
"PTPN6","Peng","pancreatic","endothelial",0.0654133220673145,5105,TRUE
"ROR1","Peng","pancreatic","endothelial",0.0226223453370268,5105,TRUE
"S100A11","Peng","pancreatic","endothelial",0.0530618868384826,5105,TRUE
"S1PR1","Peng","pancreatic","endothelial",0.887200352958478,5105,TRUE
"SALL4","Peng","pancreatic","endothelial",0.0146198830409357,5105,TRUE
"SHH","Peng","pancreatic","endothelial",0.0177664974619289,5105,TRUE
"STK11","Peng","pancreatic","endothelial",0.149933461481591,5105,TRUE
"TIMP1","Peng","pancreatic","endothelial",0.0612801326750209,5105,TRUE
"TNFRSF10B","Peng","pancreatic","endothelial",0.19047619047619,5105,TRUE
"TP53","Peng","pancreatic","endothelial",0.19278209227958,5105,TRUE
"TP63","Peng","pancreatic","endothelial",0.0261437908496732,5105,TRUE
"VDR","Peng","pancreatic","endothelial",0.0228480340063762,5105,TRUE
"VEGFA","Peng","pancreatic","endothelial",0.0309195709432378,5105,TRUE
"VEGFB","Peng","pancreatic","endothelial",0.0584759986572675,5105,TRUE
"ZFP36","Peng","pancreatic","endothelial",0.20641167130117,5105,TRUE
"A2M","Peng","pancreatic","endothelial",0.575764492836327,5105,TRUE
"HMOX1","Peng","pancreatic","endothelial",0.0541964181200983,5105,TRUE
"IFNAR1","Peng","pancreatic","endothelial",0.171774545908495,5105,TRUE
"IRF1","Peng","pancreatic","endothelial",0.132066834515908,5105,TRUE
"MYD88","Peng","pancreatic","endothelial",0.122968474642647,5105,TRUE
"PIM1","Peng","pancreatic","endothelial",0.106224837410963,5105,TRUE
"STAT1","Peng","pancreatic","endothelial",0.0811184760924126,5105,TRUE
"TYK2","Peng","pancreatic","endothelial",0.164053279379531,5105,TRUE
"BCL2","Peng","pancreatic","endothelial",0.0708482287942801,5105,FALSE
"MMP9","Peng","pancreatic","endothelial",0.0133098453709141,5105,FALSE
"HGF","Peng","pancreatic","endothelial",0.0524064171122995,5105,FALSE
"MYC","Peng","pancreatic","other",0.000143698807299899,48,TRUE
"IL6","Peng","pancreatic","other",0.000187916940712205,48,TRUE
"SOCS3","Peng","pancreatic","other",3.06067794016375e-05,48,TRUE
"ACVR1B","Peng","pancreatic","other",0.000563221627710504,48,TRUE
"ACVRL1","Peng","pancreatic","other",0.000106769165065129,48,TRUE
"BAK1","Peng","pancreatic","other",0.000268456375838926,48,TRUE
"CBL","Peng","pancreatic","other",0.000198019801980198,48,TRUE
"CCL7","Peng","pancreatic","other",0,48,TRUE
"CCR1","Peng","pancreatic","other",0,48,TRUE
"CD14","Peng","pancreatic","other",0.000122305457881058,48,TRUE
"CD36","Peng","pancreatic","other",0.000162875291818231,48,TRUE
"CD38","Peng","pancreatic","other",0.00555702566816618,48,TRUE
"CD44","Peng","pancreatic","other",0.00192956397406888,48,TRUE
"CD9","Peng","pancreatic","other",0.00165885672079141,48,TRUE
"CNTFR","Peng","pancreatic","other",0,48,TRUE
"CRLF2","Peng","pancreatic","other",NA,48,TRUE
"CSF1","Peng","pancreatic","other",0.00172459538339082,48,TRUE
"CSF2","Peng","pancreatic","other",0,48,TRUE
"CSF2RA","Peng","pancreatic","other",0,48,TRUE
"CSF2RB","Peng","pancreatic","other",0.00476190476190476,48,TRUE
"CSF3R","Peng","pancreatic","other",0,48,TRUE
"CXCL1","Peng","pancreatic","other",0,48,TRUE
"CXCL10","Peng","pancreatic","other",6.29564341475699e-05,48,TRUE
"CXCL11","Peng","pancreatic","other",0,48,TRUE
"CXCL13","Peng","pancreatic","other",0.000104909777591272,48,TRUE
"CXCL3","Peng","pancreatic","other",0,48,TRUE
"CXCL9","Peng","pancreatic","other",0,48,TRUE
"DNTT","Peng","pancreatic","other",NA,48,TRUE
"EBI3","Peng","pancreatic","other",0,48,TRUE
"FAS","Peng","pancreatic","other",0,48,TRUE
"GRB2","Peng","pancreatic","other",0.000507380073800738,48,TRUE
"HAX1","Peng","pancreatic","other",0.000710732054015636,48,TRUE
"IFNGR1","Peng","pancreatic","other",0.000378300673375199,48,TRUE
"IFNGR2","Peng","pancreatic","other",0.000460034502587694,48,TRUE
"IL10RB","Peng","pancreatic","other",0.000510725229826353,48,TRUE
"IL12RB1","Peng","pancreatic","other",0.00069060773480663,48,TRUE
"IL13RA1","Peng","pancreatic","other",0,48,TRUE
"IL15RA","Peng","pancreatic","other",0,48,TRUE
"IL17RA","Peng","pancreatic","other",0.000156421085562334,48,TRUE
"IL17RB","Peng","pancreatic","other",0.00502765208647562,48,TRUE
"IL18R1","Peng","pancreatic","other",0.00514327700220426,48,TRUE
"IL1B","Peng","pancreatic","other",0.000228154232261008,48,TRUE
"IL1R1","Peng","pancreatic","other",0.000120112906131764,48,TRUE
"IL1R2","Peng","pancreatic","other",0,48,TRUE
"IL2RA","Peng","pancreatic","other",0,48,TRUE
"IL2RG","Peng","pancreatic","other",0.0004789480559063,48,TRUE
"IL3RA","Peng","pancreatic","other",0.000231937840658703,48,TRUE
"IL4R","Peng","pancreatic","other",0.000997314921365554,48,TRUE
"IL6ST","Peng","pancreatic","other",0.000118731003039514,48,TRUE
"IL7","Peng","pancreatic","other",0,48,TRUE
"IL9R","Peng","pancreatic","other",0.0288461538461538,48,TRUE
"INHBE","Peng","pancreatic","other",NA,48,TRUE
"IRF9","Peng","pancreatic","other",0.000207770621234157,48,TRUE
"ITGA4","Peng","pancreatic","other",0.000659848234905972,48,TRUE
"ITGB3","Peng","pancreatic","other",0,48,TRUE
"JUN","Peng","pancreatic","other",0.000478831034429496,48,TRUE
"LEPR","Peng","pancreatic","other",0,48,TRUE
"LTB","Peng","pancreatic","other",0.000143322208799984,48,TRUE
"LTBR","Peng","pancreatic","other",0.000117041198501873,48,TRUE
"MAP3K8","Peng","pancreatic","other",0.0011566265060241,48,TRUE
"OSMR","Peng","pancreatic","other",7.38934456513707e-05,48,TRUE
"PDGFC","Peng","pancreatic","other",0.00030466131816797,48,TRUE
"PF4","Peng","pancreatic","other",0,48,TRUE
"PIK3R5","Peng","pancreatic","other",0,48,TRUE
"PLA2G2A","Peng","pancreatic","other",2.87571173865532e-05,48,TRUE
"PTPN1","Peng","pancreatic","other",0.000503597122302158,48,TRUE
"PTPN11","Peng","pancreatic","other",0.00028804608737398,48,TRUE
"PTPN2","Peng","pancreatic","other",0.000228977045051234,48,TRUE
"REG1A","Peng","pancreatic","other",3.22273691780834e-05,48,TRUE
"SOCS1","Peng","pancreatic","other",0.0146520146520147,48,TRUE
"STAM2","Peng","pancreatic","other",0.000678771423723061,48,TRUE
"STAT2","Peng","pancreatic","other",7.57403620389305e-05,48,TRUE
"STAT3","Peng","pancreatic","other",0.000333508028014674,48,TRUE
"TGFB1","Peng","pancreatic","other",0.000590900137876699,48,TRUE
"TLR2","Peng","pancreatic","other",0,48,TRUE
"TNF","Peng","pancreatic","other",0,48,TRUE
"TNFRSF12A","Peng","pancreatic","other",0.000153787914635878,48,TRUE
"TNFRSF1A","Peng","pancreatic","other",7.96749263006932e-05,48,TRUE
"TNFRSF1B","Peng","pancreatic","other",8.24946378485398e-05,48,TRUE
"TNFRSF21","Peng","pancreatic","other",0.000190294957183635,48,TRUE
"ABCA1","Peng","pancreatic","other",0.00178412132024978,48,TRUE
"AKAP12","Peng","pancreatic","other",0.000142571998859424,48,TRUE
"BCL2L1","Peng","pancreatic","other",0.000214592274678112,48,TRUE
"BCL6","Peng","pancreatic","other",0.000366166239472721,48,TRUE
